Street,Area,Dorms,Baths,Parking Slots,Condominio,IPTU,Price
Senador Vergueiro,62.0,2,1,0,700.0,1500.0,550000.0
Senador Vergueiro,65.0,2,2,1,800.0,1400.0,680000.0
Senador Vergueiro,45.0,1,1,0,500.0,1000.0,400000.0
Senador Vergueiro,75.0,2,2,0,800.0,1000.0,630000.0
Senador Vergueiro,75.0,2,2,1,517.0,52.0,695000.0
Senador Vergueiro,65.0,2,3,1,800.0,1400.0,680000.0
Senador Vergueiro,65.0,1,2,0,600.0,1690.0,600000.0
Senador Vergueiro,70.0,2,1,1,612.0,,698000.0
Senador Vergueiro,29.0,1,1,0,434.0,,350000.0
Senador Vergueiro,75.0,1,2,0,883.0,1550.0,620000.0
Senador Vergueiro,72.0,2,2,0,800.0,1000.0,598000.0
Senador Vergueiro,70.0,2,1,0,700.0,120.0,514000.0
Senador Vergueiro,41.0,1,2,0,440.0,752.0,650000.0
Senador Vergueiro,75.0,2,2,0,850.0,,550000.0
Senador Vergueiro,72.0,2,2,1,700.0,1866.0,760000.0
Senador Vergueiro,68.0,2,2,1,800.0,1842.0,870000.0
Senador Vergueiro,60.0,2,2,0,490.0,114.0,850000.0
Senador Vergueiro,70.0,2,2,0,700.0,,880000.0
Senador Vergueiro,65.0,3,2,1,716.0,1890.0,877000.0
Senador Vergueiro,24.0,1,1,0,415.0,30.0,320000.0
Senador Vergueiro,40.0,1,2,0,460.0,1500.0,379000.0
Senador Vergueiro,73.0,2,2,0,682.0,1650.0,900000.0
Senador Vergueiro,50.0,1,1,0,420.0,333.0,650000.0
Senador Vergueiro,55.0,2,1,0,750.0,74.0,630000.0
Senador Vergueiro,55.0,1,1,0,550.0,62.0,660000.0
Senador Vergueiro,42.0,1,1,0,467.0,795.0,420000.0
Senador Vergueiro,70.0,2,2,0,882.0,158.0,610000.0
Senador Vergueiro,74.0,2,2,1,820.0,1500.0,820000.0
Senador Vergueiro,28.0,1,1,0,380.0,670.0,390000.0
Senador Vergueiro,67.0,2,2,0,816.0,1536.0,600000.0
Senador Vergueiro,75.0,2,2,0,800.0,1080.0,880000.0
Senador Vergueiro,68.0,2,2,0,800.0,1842.0,870000.0
Senador Vergueiro,38.0,1,1,0,453.0,757.0,440000.0
Senador Vergueiro,50.0,1,1,0,560.0,744.0,660000.0
Senador Vergueiro,52.0,1,2,0,690.0,1109.0,560000.0
Senador Vergueiro,45.0,1,1,1,497.0,79.0,580000.0
Senador Vergueiro,66.0,2,2,0,560.0,,600000.0
Senador Vergueiro,62.0,2,2,1,650.0,1119.0,735000.0
Senador Vergueiro,55.0,2,1,1,850.0,119.0,650000.0
Senador Vergueiro,62.0,2,2,0,1300.0,152.0,550000.0
Senador Vergueiro,50.0,1,1,0,480.0,208.0,385000.0
Senador Vergueiro,65.0,1,2,0,500.0,1630.0,750000.0
Senador Vergueiro,70.0,2,2,1,723.0,1190.0,760000.0
Senador Vergueiro,52.0,1,2,0,692.0,1031.0,550000.0
Senador Vergueiro,39.0,1,1,1,497.0,765.0,560000.0
Senador Vergueiro,72.0,2,4,0,580.0,,780000.0
Senador Vergueiro,72.0,2,2,0,750.0,155.0,720000.0
Senador Vergueiro,40.0,1,2,0,490.0,,420000.0
Senador Vergueiro,75.0,2,2,0,650.0,1780.0,760000.0
Senador Vergueiro,40.0,1,1,0,500.0,60.0,500000.0
Senador Vergueiro,25.0,1,1,0,430.0,302.0,310000.0
Senador Vergueiro,68.0,2,2,0,817.0,,600000.0
Senador Vergueiro,45.0,1,1,0,500.0,757.0,550000.0
Senador Vergueiro,40.0,1,1,0,500.0,700.0,405000.0
Senador Vergueiro,40.0,1,1,1,497.0,792.0,580000.0
Senador Vergueiro,38.0,1,1,0,400.0,242.0,520000.0
Senador Vergueiro,62.0,2,2,0,780.0,2720.0,706000.0
Senador Vergueiro,30.0,1,1,0,498.0,537.0,460000.0
Senador Vergueiro,64.0,2,1,1,865.0,162.0,865000.0
Senador Vergueiro,75.0,2,1,1,750.0,81.0,810000.0
Senador Vergueiro,32.0,1,1,0,215.0,708.0,375000.0
Senador Vergueiro,65.0,2,3,1,800.0,1400.0,704000.0
Senador Vergueiro,35.0,1,1,0,450.0,40.0,630000.0
Senador Vergueiro,30.0,1,1,0,500.0,400.0,380000.0
Senador Vergueiro,66.0,2,2,1,1129.0,1623.0,800000.0
Senador Vergueiro,23.0,1,1,0,380.0,302.0,320000.0
Senador Vergueiro,14.0,1,1,0,330.0,284.0,329000.0
Senador Vergueiro,72.0,2,2,0,700.0,800.0,354000.0
Senador Vergueiro,73.0,3,1,1,720.0,1657.0,1100000.0
Senador Vergueiro,28.0,1,1,0,432.0,,300000.0
Senador Vergueiro,30.0,1,1,0,417.0,25.0,450000.0
Senador Vergueiro,70.0,2,1,0,1300.0,1516.0,550000.0
Senador Vergueiro,45.0,1,1,0,520.0,996.0,550000.0
Senador Vergueiro,62.0,2,1,0,1300.0,,550000.0
Senador Vergueiro,38.0,1,2,0,500.0,757.0,550000.0
Senador Vergueiro,24.0,1,1,0,500.0,302.0,329000.0
Senador Vergueiro,38.0,1,2,0,466.0,757.0,550000.0
Senador Vergueiro,70.0,2,1,1,1000.0,1620.0,800000.0
Senador Vergueiro,32.0,1,1,0,300.0,536.0,390000.0
Senador Vergueiro,60.0,2,1,1,800.0,123.0,1499000.0
Senador Vergueiro,66.0,2,1,1,610.0,970.0,880000.0
Senador Vergueiro,65.0,2,2,0,550.0,1218.0,580000.0
Senador Vergueiro,30.0,1,1,0,350.0,242.0,450000.0
Senador Vergueiro,75.0,2,1,0,1200.0,124.0,760000.0
Senador Vergueiro,38.0,1,1,0,240.0,309.0,580000.0
Senador Vergueiro,73.0,2,2,1,890.0,162.0,825000.0
Senador Vergueiro,66.0,2,2,1,700.0,1842.0,875000.0
Senador Vergueiro,39.0,1,1,1,490.0,765.0,580000.0
Senador Vergueiro,40.0,1,1,1,500.0,790.0,580000.0
Senador Vergueiro,66.0,2,3,1,680.0,892.0,820000.0
Senador Vergueiro,40.0,1,1,1,500.0,792.0,580000.0
Senador Vergueiro,28.0,1,1,0,410.0,300.0,380000.0
Senador Vergueiro,66.0,2,2,1,770.0,1623.0,830000.0
Senador Vergueiro,75.0,3,2,0,1200.0,1802.0,780000.0
Senador Vergueiro,24.0,1,1,0,310.0,302.0,330000.0
Senador Vergueiro,70.0,2,2,1,720.0,1650.0,820000.0
Senador Vergueiro,36.0,1,1,0,208.0,498.0,355000.0
Senador Vergueiro,46.0,1,2,0,420.0,540.0,650000.0
Senador Vergueiro,40.0,1,1,1,497.0,765.0,580000.0
Senador Vergueiro,24.0,1,1,0,450.0,469.0,320000.0
Senador Vergueiro,38.0,1,1,0,208.0,708.0,380000.0
Senador Vergueiro,33.0,2,1,0,500.0,600.0,580000.0
Senador Vergueiro,22.0,1,1,0,462.0,30.0,350000.0
Senador Vergueiro,42.0,1,1,0,430.0,734.0,630000.0
Senador Vergueiro,22.0,1,1,0,500.0,302.0,320000.0
Senador Vergueiro,31.0,1,1,0,300.0,242.0,370000.0
Senador Vergueiro,30.0,1,1,0,500.0,71.0,460000.0
Senador Vergueiro,39.0,1,1,1,497.0,765.0,580000.0
Senador Vergueiro,29.0,1,1,0,350.0,326.0,399000.0
Senador Vergueiro,39.0,1,1,0,448.0,712.0,525000.0
Senador Vergueiro,24.0,1,1,0,448.0,,330000.0
Senador Vergueiro,32.0,1,1,0,208.0,70.0,375000.0
Senador Vergueiro,39.0,1,1,0,448.0,712.0,535000.0
Senador Vergueiro,30.0,1,1,0,540.0,683.0,450000.0
Senador Vergueiro,38.0,3,2,0,1828.0,3630.0,1900000.0
Senador Vergueiro,27.0,1,1,0,340.0,130.0,255000.0
Senador Vergueiro,72.0,2,1,0,750.0,1860.0,750000.0
Senador Vergueiro,62.0,2,1,0,700.0,,550000.0
Senador Vergueiro,93.0,2,3,1,800.0,,925000.0
Senador Vergueiro,91.0,3,3,0,1135.0,,700000.0
Senador Vergueiro,87.0,2,1,0,704.0,,750000.0
Senador Vergueiro,90.0,2,3,0,810.0,224.0,700000.0
Senador Vergueiro,95.0,3,2,0,800.0,3000.0,780000.0
Senador Vergueiro,86.0,2,2,0,791.0,1397.0,580000.0
Senador Vergueiro,78.0,2,2,0,850.0,130.0,600000.0
Senador Vergueiro,85.0,2,2,0,850.0,184.0,600000.0
Senador Vergueiro,93.0,3,2,0,1112.0,218.0,850000.0
Senador Vergueiro,89.0,3,2,0,1112.0,2250.0,1050000.0
Senador Vergueiro,78.0,2,2,1,600.0,,750000.0
Senador Vergueiro,87.0,2,2,0,800.0,1200.0,830000.0
Senador Vergueiro,86.0,2,2,0,880.0,184.0,600000.0
Senador Vergueiro,85.0,2,2,0,798.0,220.0,690000.0
Senador Vergueiro,80.0,2,2,0,770.0,120.0,515000.0
Senador Vergueiro,86.0,2,2,0,700.0,1845.0,600000.0
Senador Vergueiro,95.0,3,3,0,1091.0,225.0,1050000.0
Senador Vergueiro,95.0,3,3,1,850.0,1640.0,835000.0
Senador Vergueiro,86.0,2,2,0,800.0,1500.0,730000.0
Senador Vergueiro,81.0,2,2,0,800.0,2200.0,685000.0
Senador Vergueiro,85.0,3,2,0,800.0,160.0,680000.0
Senador Vergueiro,85.0,2,2,0,703.0,2000.0,800000.0
Senador Vergueiro,80.0,2,1,0,600.0,880.0,750000.0
Senador Vergueiro,95.0,3,1,0,850.0,2323.0,770000.0
Senador Vergueiro,80.0,2,2,0,600.0,1251.0,820000.0
Senador Vergueiro,92.0,2,2,1,1050.0,273.0,1100000.0
Senador Vergueiro,92.0,2,3,1,1050.0,2278.0,1200000.0
Senador Vergueiro,81.0,2,1,0,705.0,,880000.0
Senador Vergueiro,89.0,3,2,0,760.0,225.0,1050000.0
Senador Vergueiro,80.0,2,2,1,700.0,228.0,870000.0
Senador Vergueiro,82.0,2,2,0,780.0,1282.0,900000.0
Senador Vergueiro,85.0,2,2,0,740.0,1300.0,830000.0
Senador Vergueiro,79.0,2,1,1,700.0,1400.0,790000.0
Senador Vergueiro,85.0,3,2,0,800.0,1600.0,690000.0
Senador Vergueiro,80.0,2,2,0,720.0,1300.0,525000.0
Senador Vergueiro,95.0,3,3,1,900.0,1525.0,840000.0
Senador Vergueiro,78.0,2,2,1,680.0,1600.0,750000.0
Senador Vergueiro,86.0,2,2,0,800.0,1600.0,700000.0
Senador Vergueiro,95.0,3,2,0,850.0,2323.0,770000.0
Senador Vergueiro,85.0,2,2,0,700.0,1740.0,690000.0
Senador Vergueiro,80.0,2,2,0,660.0,,840000.0
Senador Vergueiro,90.0,3,2,1,750.0,,780000.0
Senador Vergueiro,84.0,3,1,1,850.0,215.0,750000.0
Senador Vergueiro,85.0,2,1,0,680.0,163.0,890000.0
Senador Vergueiro,95.0,3,2,0,1000.0,1220.0,820000.0
Senador Vergueiro,86.0,2,2,0,800.0,1845.0,600000.0
Senador Vergueiro,95.0,3,2,1,845.0,117.0,750000.0
Senador Vergueiro,87.0,2,2,0,640.0,1564.0,790000.0
Senador Vergueiro,81.0,2,1,0,705.0,1764.0,880000.0
Senador Vergueiro,85.0,2,2,0,780.0,2092.0,800000.0
Senador Vergueiro,95.0,3,3,1,1200.0,2102.0,839900.0
Senador Vergueiro,95.0,3,2,1,1100.0,1640.0,830000.0
Senador Vergueiro,85.0,2,2,0,703.0,2000.0,780000.0
Senador Vergueiro,80.0,2,2,0,693.0,1115.0,680000.0
Senador Vergueiro,89.0,3,4,0,760.0,2255.0,1050000.0
Senador Vergueiro,81.0,2,1,0,770.0,210.0,850000.0
Senador Vergueiro,78.0,2,2,0,664.0,1112.0,830000.0
Senador Vergueiro,86.0,2,2,0,800.0,1845.0,640000.0
Senador Vergueiro,90.0,2,3,0,649.0,210.0,650000.0
Senador Vergueiro,93.0,2,1,0,830.0,4510.0,850000.0
Senador Vergueiro,86.0,3,3,0,1235.0,1344.0,780000.0
Senador Vergueiro,78.0,2,1,1,807.0,1740.0,780000.0
Senador Vergueiro,89.0,3,3,0,1040.0,2255.0,1050000.0
Senador Vergueiro,95.0,2,3,1,1200.0,2636.0,1300000.0
Senador Vergueiro,93.0,2,1,0,750.0,150.0,700000.0
Senador Vergueiro,76.0,2,3,0,800.0,1235.0,950000.0
Senador Vergueiro,93.0,2,2,0,1120.0,79.0,950000.0
Senador Vergueiro,84.0,3,2,1,630.0,1614.0,780000.0
Senador Vergueiro,85.0,3,3,1,680.0,1200.0,1150000.0
Senador Vergueiro,95.0,3,1,0,1200.0,210.0,780000.0
Senador Vergueiro,81.0,3,2,0,800.0,2200.0,720000.0
Senador Vergueiro,85.0,2,1,0,640.0,103.0,870000.0
Senador Vergueiro,80.0,3,3,1,1050.0,223.0,1200000.0
Senador Vergueiro,81.0,2,1,0,720.0,103.0,780000.0
Senador Vergueiro,83.0,2,2,0,750.0,,845000.0
Senador Vergueiro,91.0,3,2,0,1136.0,2032.0,700000.0
Senador Vergueiro,95.0,3,2,1,450.0,1525.0,850000.0
Senador Vergueiro,95.0,3,3,1,1250.0,2000.0,840000.0
Senador Vergueiro,84.0,3,1,1,700.0,220.0,780000.0
Senador Vergueiro,95.0,3,1,0,1350.0,2184.0,780000.0
Senador Vergueiro,95.0,3,2,1,1400.0,1525.0,850000.0
Senador Vergueiro,95.0,3,1,1,1100.0,2184.0,840000.0
Senador Vergueiro,85.0,3,2,1,630.0,1614.0,790000.0
Senador Vergueiro,95.0,2,3,1,1230.0,2636.0,1150000.0
Senador Vergueiro,93.0,2,2,0,639.0,1564.0,780000.0
Senador Vergueiro,85.0,2,2,0,580.0,810.0,870000.0
Senador Vergueiro,90.0,2,2,0,845.0,122.0,790000.0
Senador Vergueiro,90.0,3,2,1,700.0,1200.0,780000.0
Senador Vergueiro,91.0,3,2,0,950.0,,750000.0
Senador Vergueiro,93.0,2,2,0,890.0,1120.0,780000.0
Senador Vergueiro,90.0,3,2,0,802.0,1600.0,680000.0
Senador Vergueiro,80.0,2,3,2,1000.0,2176.0,1200000.0
Senador Vergueiro,90.0,3,2,1,750.0,207.0,750000.0
Senador Vergueiro,95.0,2,3,1,1207.0,2636.0,1300000.0
Senador Vergueiro,80.0,2,2,0,740.0,162.0,850000.0
Senador Vergueiro,86.0,3,3,0,1235.0,1845.0,790000.0
Senador Vergueiro,89.0,3,2,0,760.0,2250.0,1050000.0
Senador Vergueiro,90.0,3,1,0,1165.0,,915000.0
Senador Vergueiro,80.0,2,2,0,704.0,1748.0,740000.0
Senador Vergueiro,95.0,3,2,1,1399.0,1525.0,1050000.0
Senador Vergueiro,83.0,3,4,1,700.0,1200.0,1100000.0
Senador Vergueiro,90.0,3,2,1,1000.0,1645.0,950000.0
Senador Vergueiro,87.0,2,2,0,890.0,1744.0,800000.0
Senador Vergueiro,92.0,2,1,1,1060.0,2038.0,1199000.0
Senador Vergueiro,92.0,3,1,0,605.0,1200.0,980000.0
Senador Vergueiro,90.0,3,2,1,1200.0,2014.0,890000.0
Senador Vergueiro,81.0,2,2,0,714.0,1316.0,880000.0
Senador Vergueiro,95.0,2,3,1,1500.0,2142.0,1150000.0
Senador Vergueiro,91.0,3,2,0,1135.0,2032.0,800000.0
Senador Vergueiro,78.0,3,2,1,680.0,1400.0,1049000.0
Senador Vergueiro,90.0,3,2,1,700.0,2200.0,780000.0
Senador Vergueiro,85.0,2,2,1,960.0,,820000.0
Senador Vergueiro,80.0,2,2,0,660.0,1715.0,830000.0
Senador Vergueiro,95.0,3,2,0,1200.0,2102.0,860000.0
Senador Vergueiro,79.0,2,1,0,661.0,2052.0,750000.0
Senador Vergueiro,76.0,2,2,0,700.0,913.0,940000.0
Senador Vergueiro,94.0,3,1,0,1035.0,104.0,980000.0
Senador Vergueiro,90.0,3,3,0,1165.0,1809.0,899000.0
Senador Vergueiro,80.0,2,3,1,1050.0,1981.0,1350000.0
Senador Vergueiro,79.0,2,1,1,883.0,173.0,770000.0
Senador Vergueiro,95.0,3,3,0,1320.0,2102.0,1200000.0
Senador Vergueiro,85.0,3,2,1,719.0,120.0,1100000.0
Senador Vergueiro,95.0,3,3,0,1100.0,2184.0,900000.0
Senador Vergueiro,89.0,2,3,1,1250.0,3000.0,1400000.0
Senador Vergueiro,88.0,2,3,1,1250.0,3100.0,1490000.0
Senador Vergueiro,95.0,3,1,1,1450.0,152.0,840000.0
Senador Vergueiro,88.0,2,3,1,1100.0,3000.0,1390000.0
Senador Vergueiro,95.0,3,1,1,1378.0,1220.0,835000.0
Senador Vergueiro,90.0,2,2,0,1000.0,215.0,718000.0
Senador Vergueiro,89.0,2,3,1,1260.0,3100.0,1450000.0
Senador Vergueiro,80.0,3,1,1,750.0,1200.0,1160000.0
Senador Vergueiro,95.0,4,2,0,1041.0,1736.0,1200000.0
Senador Vergueiro,95.0,3,2,0,1350.0,175.0,800000.0
Senador Vergueiro,80.0,2,1,1,1200.0,600.0,945000.0
Senador Vergueiro,88.0,2,3,1,1300.0,3200.0,1590000.0
Senador Vergueiro,95.0,3,1,0,1200.0,218.0,780000.0
Senador Vergueiro,89.0,2,3,1,1400.0,4422.0,1300000.0
Senador Vergueiro,88.0,2,3,1,1200.0,3000.0,1490000.0
Senador Vergueiro,95.0,3,3,0,1500.0,2184.0,820000.0
Senador Vergueiro,81.0,2,2,0,750.0,,880000.0
Senador Vergueiro,93.0,3,2,0,750.0,1100.0,720000.0
Senador Vergueiro,130.0,3,3,1,1000.0,246.0,1300000.0
Senador Vergueiro,97.0,2,1,0,850.0,180.0,780000.0
Senador Vergueiro,105.0,3,2,0,720.0,188.0,740000.0
Senador Vergueiro,106.0,3,1,0,802.0,158.0,860000.0
Senador Vergueiro,97.0,3,2,0,650.0,1386.0,798000.0
Senador Vergueiro,98.0,2,3,0,712.0,,690000.0
Senador Vergueiro,96.0,2,3,1,1200.0,1997.0,1150000.0
Senador Vergueiro,100.0,3,3,1,1115.0,210.0,950000.0
Senador Vergueiro,106.0,3,1,0,1050.0,2502.0,850000.0
Senador Vergueiro,98.0,2,3,0,850.0,1560.0,700000.0
Senador Vergueiro,120.0,3,3,1,1250.0,2916.0,1274000.0
Senador Vergueiro,107.0,3,2,0,1300.0,2403.0,930000.0
Senador Vergueiro,107.0,3,3,1,1306.0,2620.0,1200000.0
Senador Vergueiro,139.0,2,3,0,1487.0,2875.0,1000000.0
Senador Vergueiro,100.0,2,3,0,1029.0,247.0,740000.0
Senador Vergueiro,105.0,3,3,1,1050.0,135.0,1000000.0
Senador Vergueiro,144.0,4,3,0,1410.0,,950000.0
Senador Vergueiro,98.0,2,3,0,810.0,2239.0,700000.0
Senador Vergueiro,124.0,3,2,2,1978.0,3524.0,1450000.0
Senador Vergueiro,98.0,3,3,0,1038.0,250.0,860000.0
Senador Vergueiro,98.0,3,3,0,1038.0,260.0,890000.0
Senador Vergueiro,150.0,3,3,1,1400.0,267.0,1599000.0
Senador Vergueiro,120.0,3,3,1,1300.0,2509.0,1275000.0
Senador Vergueiro,101.0,3,2,1,990.0,2384.0,847000.0
Senador Vergueiro,97.0,3,3,1,865.0,158.0,1180000.0
Senador Vergueiro,145.0,3,3,1,1528.0,2690.0,1600000.0
Senador Vergueiro,98.0,3,3,1,1116.0,1850.0,950000.0
Senador Vergueiro,100.0,3,1,0,799.0,1700.0,940000.0
Senador Vergueiro,98.0,3,2,1,1116.0,1169.0,950000.0
Senador Vergueiro,145.0,3,3,1,1500.0,289.0,1600000.0
Senador Vergueiro,135.0,3,2,1,1465.0,317.0,1300000.0
Senador Vergueiro,98.0,3,2,0,1200.0,2346.0,885000.0
Senador Vergueiro,139.0,3,3,0,1400.0,2987.0,925000.0
Senador Vergueiro,103.0,3,1,0,700.0,1882.0,800000.0
Senador Vergueiro,100.0,3,1,0,850.0,2000.0,770000.0
Senador Vergueiro,98.0,3,3,1,1116.0,2437.0,950000.0
Senador Vergueiro,140.0,3,3,1,1450.0,2945.0,1600000.0
Senador Vergueiro,100.0,3,2,0,760.0,2255.0,1095000.0
Senador Vergueiro,140.0,2,2,0,1400.0,2400.0,950000.0
Senador Vergueiro,116.0,3,2,0,1046.0,2509.0,869999.0
Senador Vergueiro,140.0,3,2,1,1400.0,317.0,1600000.0
Senador Vergueiro,150.0,4,3,1,2060.0,,2500000.0
Senador Vergueiro,100.0,3,2,0,650.0,1800.0,760000.0
Senador Vergueiro,100.0,1,3,0,875.0,2750.0,1100000.0
Senador Vergueiro,98.0,3,3,0,1038.0,2437.0,880000.0
Senador Vergueiro,98.0,3,3,0,1038.0,243.0,890000.0
Senador Vergueiro,140.0,3,3,1,1200.0,2945.0,1600000.0
Senador Vergueiro,98.0,3,3,0,1038.0,2210.0,895000.0
Senador Vergueiro,140.0,3,3,1,1500.0,3606.0,1600000.0
Senador Vergueiro,110.0,2,3,1,1200.0,3286.0,1100000.0
Senador Vergueiro,114.0,3,2,0,900.0,1800.0,750000.0
Senador Vergueiro,101.0,3,1,1,1021.0,2384.0,850000.0
Senador Vergueiro,98.0,3,1,0,1038.0,1989.0,890000.0
Senador Vergueiro,110.0,3,2,0,1200.0,,780000.0
Senador Vergueiro,98.0,3,2,1,1350.0,2100.0,800000.0
Senador Vergueiro,145.0,4,3,1,1210.0,250.0,1300000.0
Senador Vergueiro,101.0,3,2,1,1207.0,195.0,850000.0
Senador Vergueiro,110.0,3,2,0,900.0,2000.0,843000.0
Senador Vergueiro,107.0,3,3,0,1300.0,2521.0,1100000.0
Senador Vergueiro,110.0,2,3,1,1385.0,,1100000.0
Senador Vergueiro,140.0,3,2,1,1300.0,3291.0,1600000.0
Senador Vergueiro,105.0,3,2,1,900.0,,850000.0
Senador Vergueiro,100.0,3,2,1,650.0,1200.0,830000.0
Senador Vergueiro,97.0,3,3,0,950.0,1834.0,780000.0
Senador Vergueiro,97.0,3,4,0,736.0,1300.0,950000.0
Senador Vergueiro,101.0,3,2,1,900.0,2384.0,850000.0
Senador Vergueiro,107.0,3,3,1,1273.0,2521.0,1200000.0
Senador Vergueiro,130.0,3,1,1,1550.0,3342.0,1390000.0
Senador Vergueiro,104.0,3,1,0,900.0,1200.0,890000.0
Senador Vergueiro,120.0,3,3,0,1200.0,2100.0,1100000.0
Senador Vergueiro,98.0,3,3,0,980.0,145.0,710000.0
Senador Vergueiro,98.0,2,3,0,1038.0,200.0,890000.0
Senador Vergueiro,107.0,3,1,0,1200.0,2403.0,930000.0
Senador Vergueiro,110.0,3,2,0,1300.0,1200.0,820000.0
Senador Vergueiro,126.0,3,4,2,1700.0,100.0,1650000.0
Senador Vergueiro,150.0,4,2,1,1200.0,3830.0,1800000.0
Senador Vergueiro,145.0,3,3,1,1550.0,3000.0,1600000.0
Senador Vergueiro,134.0,3,3,1,1446.0,4510.0,1350000.0
Senador Vergueiro,103.0,3,1,1,845.0,1800.0,580000.0
Senador Vergueiro,130.0,2,3,0,1300.0,,960000.0
Senador Vergueiro,98.0,3,3,0,1038.0,2437.0,885000.0
Senador Vergueiro,140.0,3,1,1,1650.0,2640.0,1600000.0
Senador Vergueiro,115.0,3,3,1,1400.0,2453.0,1080000.0
Senador Vergueiro,146.0,4,3,1,1500.0,2000.0,1480000.0
Senador Vergueiro,116.0,3,2,0,780.0,180.0,930000.0
Senador Vergueiro,98.0,3,3,0,1038.0,1989.0,890000.0
Senador Vergueiro,130.0,3,3,0,1400.0,1700.0,950000.0
Senador Vergueiro,116.0,3,4,0,950.0,2249.0,940000.0
Senador Vergueiro,100.0,3,3,0,1038.0,1900.0,880000.0
Senador Vergueiro,110.0,3,2,1,900.0,2300.0,850000.0
Senador Vergueiro,97.0,3,1,1,1000.0,1600.0,1180000.0
Senador Vergueiro,145.0,4,2,1,1500.0,3097.0,1480000.0
Senador Vergueiro,140.0,3,2,1,1320.0,2455.0,1600000.0
Senador Vergueiro,110.0,3,2,0,1300.0,166.0,790000.0
Senador Vergueiro,97.0,3,3,1,1076.0,2044.0,1100000.0
Senador Vergueiro,130.0,3,2,1,1100.0,3800.0,950000.0
Senador Vergueiro,117.0,2,3,1,1300.0,2000.0,1200000.0
Senador Vergueiro,103.0,3,2,0,860.0,1837.0,650000.0
Senador Vergueiro,120.0,3,3,0,1200.0,2094.0,1100000.0
Senador Vergueiro,124.0,2,3,2,1800.0,,1580000.0
Senador Vergueiro,140.0,3,2,1,1500.0,4000.0,1600000.0
Senador Vergueiro,97.0,3,3,1,1190.0,2085.0,1100000.0
Senador Vergueiro,97.0,3,2,0,874.0,2326.0,798000.0
Senador Vergueiro,100.0,3,3,0,1070.0,1300.0,947000.0
Senador Vergueiro,110.0,2,4,1,1200.0,3286.0,1100000.0
Senador Vergueiro,124.0,2,3,2,1901.0,397.0,1450000.0
Senador Vergueiro,134.0,3,3,1,1400.0,4510.0,1350000.0
Senador Vergueiro,98.0,3,3,0,1038.0,2437.0,890000.0
Senador Vergueiro,101.0,3,2,1,1100.0,,1450000.0
Senador Vergueiro,150.0,2,3,1,1280.0,1780.0,1450000.0
Senador Vergueiro,120.0,3,2,0,1000.0,1888.0,800000.0
Senador Vergueiro,97.0,3,1,1,1179.0,251.0,1050000.0
Senador Vergueiro,107.0,3,3,1,1300.0,2521.0,1100000.0
Senador Vergueiro,120.0,2,3,1,1309.0,2509.0,1300000.0
Senador Vergueiro,140.0,3,1,1,1650.0,317.0,1600000.0
Senador Vergueiro,97.0,3,1,0,900.0,1200000.0,800000.0
Senador Vergueiro,131.0,3,3,1,1972.0,2990.0,1340000.0
Senador Vergueiro,115.0,3,1,1,1437.0,2101.0,1200000.0
Senador Vergueiro,100.0,3,2,1,900.0,1200.0,980000.0
Senador Vergueiro,110.0,3,1,0,1900.0,,780000.0
Senador Vergueiro,127.0,3,2,0,1200.0,124.0,1200000.0
Senador Vergueiro,101.0,3,1,1,990.0,2200.0,849000.0
Senador Vergueiro,150.0,4,3,1,2061.0,3189.0,2300000.0
Senador Vergueiro,150.0,4,2,0,1800.0,2637.0,1880000.0
Senador Vergueiro,98.0,3,3,1,1850.0,2437.0,950000.0
Senador Vergueiro,150.0,3,3,0,1450.0,3189.0,1980000.0
Senador Vergueiro,115.0,3,2,0,764.0,1766.0,895000.0
Senador Vergueiro,150.0,4,2,1,1800.0,3189.0,2500000.0
Senador Vergueiro,110.0,4,1,0,1235.0,350.0,980000.0
Senador Vergueiro,101.0,3,1,1,1007.0,238.0,850000.0
Senador Vergueiro,145.0,3,4,1,1500.0,2200.0,1600000.0
Senador Vergueiro,150.0,4,2,1,1200.0,3831.0,1800000.0
Senador Vergueiro,100.0,3,4,0,1038.0,2400.0,890000.0
Senador Vergueiro,140.0,3,1,1,1890.0,330.0,1600000.0
Senador Vergueiro,105.0,3,2,1,1000.0,2384.0,850000.0
Senador Vergueiro,120.0,3,2,0,1180.0,1200.0,1100000.0
Senador Vergueiro,218.0,3,4,1,1800.0,480.0,1870000.0
Senador Vergueiro,230.0,4,3,1,1800.0,3068.0,2300000.0
Senador Vergueiro,220.0,4,2,0,1740.0,3068.0,1880000.0
Senador Vergueiro,200.0,4,2,1,1100.0,3200.0,1350000.0
Senador Vergueiro,220.0,4,3,2,1700.0,,1900000.0
Senador Vergueiro,190.0,4,2,1,1800.0,3800.0,1800000.0
Senador Vergueiro,218.0,3,1,1,1800.0,478.0,1870000.0
Senador Vergueiro,180.0,4,3,1,2000.0,4400.0,1490000.0
Senador Vergueiro,198.0,4,4,1,1550.0,4729.0,2000000.0
Senador Vergueiro,230.0,4,7,1,1400.0,270.0,1783000.0
Senador Vergueiro,220.0,4,2,1,1560.0,4362.0,2400000.0
Senador Vergueiro,190.0,4,4,1,850.0,,1680000.0
Senador Vergueiro,218.0,4,3,1,1500.0,4690.0,1900000.0
Senador Vergueiro,160.0,4,2,1,1600.0,2648.0,840000.0
Senador Vergueiro,160.0,3,2,1,1230.0,245.0,1350000.0
